name;moves;types;locations;hp;attack;defense
parasect;['scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'skull-bash', 'leech-life', 'spore', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'nature-power', 'brick-break', 'knock-off', 'secret-power', 'aromatherapy', 'bullet-seed', 'aerial-ace', 'natural-gift', 'worry-seed', 'seed-bomb', 'x-scissor', 'energy-ball', 'giga-impact', 'cross-poison', 'captivate', 'grass-knot', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'after-you', 'round', 'struggle-bug', 'confide', 'throat-chop'];['bug', 'grass'];['mt-silver-2f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east'];60;95;80
venonat;['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'disable', 'psybeam', 'mega-drain', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'reflect', 'bide', 'swift', 'leech-life', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'foresight', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'morning-sun', 'hidden-power', 'sunny-day', 'facade', 'skill-swap', 'secret-power', 'poison-fang', 'signal-beam', 'natural-gift', 'toxic-spikes', 'zen-headbutt', 'captivate', 'bug-bite', 'venoshock', 'rage-powder', 'round', 'struggle-bug', 'confide', 'infestation'];['bug', 'poison'];['sinnoh-route-229-area', 'ilex-forest-area', 'national-park-area', 'johto-route-43-area', 'lake-of-rage-area', 'kanto-route-12-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-3-west', 'berry-forest-area', 'bond-bridge-area'];60;55;50
venomoth;['razor-wind', 'gust', 'whirlwind', 'headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'disable', 'psybeam', 'hyper-beam', 'mega-drain', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'reflect', 'bide', 'swift', 'dream-eater', 'leech-life', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'foresight', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'hidden-power', 'twister', 'sunny-day', 'facade', 'skill-swap', 'secret-power', 'poison-fang', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'bug-buzz', 'energy-ball', 'giga-impact', 'zen-headbutt', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'quiver-dance', 'round', 'acrobatics', 'struggle-bug', 'confide', 'infestation'];['bug', 'poison'];['sinnoh-route-229-area', 'johto-route-43-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'kanto-victory-road-2-3f', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'berry-forest-area', 'dreamyard-area'];70;65;60
diglett;['scratch', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'bide', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'feint-attack', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'pursuit', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'beat-up', 'uproar', 'memento', 'facade', 'secret-power', 'astonish', 'rock-tomb', 'aerial-ace', 'natural-gift', 'assurance', 'sucker-punch', 'earth-power', 'shadow-claw', 'mud-bomb', 'captivate', 'stealth-rock', 'hone-claws', 'round', 'echoed-voice', 'ally-switch', 'final-gambit', 'bulldoze', 'work-up', 'confide', 'stomping-tantrum', 'scorching-sands'];['ground'];['sinnoh-route-228-area', 'vermilion-city-area', 'johto-route-48-area', 'digletts-cave-area'];10;55;25
dugtrio;['scratch', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'bide', 'fury-swipes', 'rest', 'rock-slide', 'tri-attack', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'hidden-power', 'sunny-day', 'rock-smash', 'beat-up', 'uproar', 'facade', 'secret-power', 'astonish', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'natural-gift', 'assurance', 'sucker-punch', 'night-slash', 'earth-power', 'giga-impact', 'shadow-claw', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'sludge-wave', 'round', 'echoed-voice', 'ally-switch', 'bulldoze', 'work-up', 'rototiller', 'confide', 'high-horsepower', 'stomping-tantrum', 'scorching-sands'];['ground'];['sinnoh-route-228-area', 'digletts-cave-area', 'kalos-route-13-area'];35;100;50
meowth;['pay-day', 'scratch', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'water-gun', 'bubble-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'torment', 'facade', 'taunt', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'odor-sleuth', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'u-turn', 'payback', 'assurance', 'punishment', 'last-resort', 'dark-pulse', 'night-slash', 'seed-bomb', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide', 'throat-chop', 'lash-out'];['normal'];['johto-route-35-area', 'johto-route-38-area', 'johto-route-39-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-11-area', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'five-isle-meadow-area', 'water-path-area', 'ruin-valley-area', 'canyon-entrance-area', 'sevault-canyon-area'];40;45;35
persian;['pay-day', 'scratch', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'bite', 'growl', 'roar', 'water-gun', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'torment', 'facade', 'taunt', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'u-turn', 'payback', 'assurance', 'embargo', 'last-resort', 'dark-pulse', 'night-slash', 'seed-bomb', 'power-gem', 'switcheroo', 'giga-impact', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide', 'throat-chop', 'skitter-smack', 'lash-out'];['normal'];['kanto-route-7-area', 'cerulean-cave-1f', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'five-isle-meadow-area', 'water-path-area', 'ruin-valley-area', 'canyon-entrance-area', 'sevault-canyon-area'];65;70;60
psyduck;['mega-punch', 'pay-day', 'ice-punch', 'scratch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'confusion', 'psychic', 'hypnosis', 'rage', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'bide', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'flash', 'fury-swipes', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'cross-chop', 'rain-dance', 'psych-up', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'role-play', 'brick-break', 'yawn', 'refresh', 'secret-power', 'dive', 'signal-beam', 'aerial-ace', 'water-sport', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'worry-seed', 'aqua-tail', 'shadow-claw', 'mud-bomb', 'zen-headbutt', 'captivate', 'hone-claws', 'wonder-room', 'psyshock', 'telekinesis', 'synchronoise', 'soak', 'simple-beam', 'round', 'clear-smog', 'scald', 'confide', 'power-up-punch'];['water'];['eterna-city-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-6', 'ravaged-path-area', 'oreburgh-gate-1f', 'oreburgh-gate-b1f', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-225-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'ilex-forest-area', 'johto-route-35-area', 'national-park-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'ss-anne-area', 'berry-forest-area', 'icefall-cave-entrance', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'cape-brink-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'ruin-valley-area', 'trainer-tower-area', 'canyon-entrance-area', 'tanoby-ruins-area', 'one-island-area', 'four-island-area', 'five-island-area', 'floccesy-ranch-inner', 'kalos-route-22-area', 'johto-safari-zone-zone-wetland'];50;52;48
golduck;['mega-punch', 'pay-day', 'ice-punch', 'scratch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'mimic', 'screech', 'double-team', 'light-screen', 'bide', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'flash', 'fury-swipes', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'psych-up', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'role-play', 'brick-break', 'yawn', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'aerial-ace', 'water-sport', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'me-first', 'worry-seed', 'aqua-tail', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'captivate', 'aqua-jet', 'hone-claws', 'wonder-room', 'psyshock', 'telekinesis', 'soak', 'low-sweep', 'round', 'scald', 'confide', 'power-up-punch', 'laser-focus', 'liquidation', 'flip-turn'];['water'];['eterna-city-area', 'ravaged-path-area', 'oreburgh-gate-b1f', 'sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-225-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'ilex-forest-area', 'johto-route-35-area', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'kanto-route-6-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'hoenn-safari-zone-nwmach-bike-area', 'berry-forest-area', 'cape-brink-area', 'village-bridge-area', 'unova-route-11-area', 'unova-route-14-area', 'abundant-shrine-area', 'seaside-cave-1f', 'seaside-cave-b1f', 'nature-sanctuary-area', 'unova-route-22-area', 'unova-route-23-area', 'johto-safari-zone-zone-wetland'];80;82;78
mankey;['karate-chop', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'meditate', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'foresight', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'psych-up', 'rock-smash', 'beat-up', 'uproar', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'helping-hand', 'role-play', 'revenge', 'brick-break', 'endeavor', 'secret-power', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'punishment', 'poison-jab', 'night-slash', 'seed-bomb', 'vacuum-wave', 'focus-blast', 'rock-climb', 'gunk-shot', 'captivate', 'hone-claws', 'smack-down', 'low-sweep', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'power-trip', 'stomping-tantrum'];['fighting'];['sinnoh-route-225-area', 'sinnoh-sea-route-226-area', 'johto-route-42-area', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-route-3-area', 'kanto-route-4-area', 'kanto-route-5-area', 'kanto-route-6-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-9-area', 'kanto-route-22-area', 'kanto-route-23-area'];40;80;35
primeape;['karate-chop', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'psych-up', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'endeavor', 'secret-power', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'punishment', 'poison-jab', 'seed-bomb', 'vacuum-wave', 'focus-blast', 'giga-impact', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'hone-claws', 'smack-down', 'low-sweep', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'throat-chop', 'stomping-tantrum'];['fighting'];['sinnoh-route-225-area', 'sinnoh-sea-route-226-area', 'kanto-route-9-area', 'cerulean-cave-1f', 'kanto-route-23-area', 'kanto-victory-road-2-2f'];65;105;60
growlithe;['double-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'strength', 'dragon-rage', 'fire-spin', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'morning-sun', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'secret-power', 'overheat', 'odor-sleuth', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'close-combat', 'flare-blitz', 'fire-fang', 'captivate', 'flame-burst', 'flame-charge', 'round', 'incinerate', 'retaliate', 'wild-charge', 'snarl', 'play-rough', 'confide', 'burn-up', 'psychic-fangs'];['fire'];['sinnoh-route-201-area', 'sinnoh-route-202-area', 'johto-route-35-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-48-area', 'kanto-route-7-area', 'kanto-route-8-area', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'virbank-complex-inner'];55;70;45
arcanine;['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'dragon-rage', 'fire-spin', 'dig', 'toxic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'extreme-speed', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'superpower', 'secret-power', 'hyper-voice', 'overheat', 'odor-sleuth', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'close-combat', 'flare-blitz', 'dragon-pulse', 'giga-impact', 'thunder-fang', 'fire-fang', 'rock-climb', 'iron-head', 'captivate', 'flame-charge', 'round', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'snarl', 'play-rough', 'confide', 'laser-focus', 'burn-up', 'psychic-fangs', 'scorching-sands'];['fire'];[];90;110;80
poliwag;['pound', 'double-slap', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'low-kick', 'dig', 'toxic', 'psychic', 'hypnosis', 'rage', 'mimic', 'double-team', 'defense-curl', 'haze', 'bide', 'waterfall', 'skull-bash', 'amnesia', 'bubble', 'psywave', 'splash', 'rest', 'substitute', 'thief', 'mind-reader', 'snore', 'curse', 'protect', 'belly-drum', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'helping-hand', 'endeavor', 'refresh', 'secret-power', 'dive', 'ice-ball', 'muddy-water', 'mud-shot', 'water-sport', 'water-pulse', 'wake-up-slap', 'natural-gift', 'earth-power', 'mud-bomb', 'captivate', 'round', 'scald', 'bulldoze', 'confide'];['water'];['sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'johto-route-30-area', 'johto-route-31-area', 'violet-city-area', 'ruins-of-alph-outside', 'ilex-forest-area', 'johto-route-35-area', 'ecruteak-city-area', 'johto-route-43-area', 'johto-route-44-area', 'blackthorn-city-area', 'johto-route-45-area', 'mt-moon-mt-moon-square', 'unknown-all-poliwag-area', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'johto-route-47-cave-gate', 'mt-silver-outside', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'viridian-city-area', 'cerulean-city-area', 'vermilion-city-area', 'celadon-city-area', 'fuchsia-city-area', 'pallet-town-area', 'kanto-route-28-area', 'kanto-route-6-area', 'kanto-route-10-area', 'kanto-route-11-area', 'kanto-route-13-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'vermilion-city-ss-anne-dock', 'berry-forest-area', 'icefall-cave-entrance', 'cape-brink-area', 'ruin-valley-area', 'four-island-area', 'unova-victory-road-unknown-area-53', 'unova-victory-road-unknown-area-58', 'giant-chasm-area', 'giant-chasm-forest-cave', 'wellspring-cave-area', 'unova-route-6-area', 'challengers-cave-b2f', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-75', 'unova-victory-road-2-unknown-area-78', 'unova-victory-road-2-unknown-area-79', 'floccesy-ranch-outer', 'floccesy-ranch-inner', 'relic-passage-relic-castle-entrance', 'clay-tunnel-area', 'unova-route-19-area', 'unova-route-20-area', 'unova-route-23-area', 'couriway-town-area', 'laverre-city-area', 'kalos-route-14-area', 'kalos-route-15-area', 'kalos-route-16-area', 'kalos-route-19-area', 'kalos-route-21-area', 'frost-cavern-unknown-area-313', 'frost-cavern-unknown-area-315', 'pokemon-village-area', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-327', 'kalos-victory-road-unknown-area-328', 'johto-safari-zone-zone-meadow', 'johto-safari-zone-zone-marshland', 'johto-safari-zone-zone-rocky-beach', 'johto-safari-zone-zone-wetland'];40;50;40
